Frame,Sous-titres
2484,but it's just a passion you've got.
2485,but it's just a passion you've got.
2486,but it's just a passion you've got.
2487,but it's just a passion you've got.
2488,but it's just a passion you've got.
2489,but it's just a passion you've got.
2490,but it's just a passion you've got.
2491,but it's just a passion you've got.
2492,but it's just a passion you've got.
2493,but it's just a passion you've got.
2494,but it's just a passion you've got.
2495,but it's just a passion you've got.
2496,but it's just a passion you've got.
2497,but it's just a passion you've got.
2498,but it's just a passion you've got.
2499,but it's just a passion you've got.
2500,but it's just a passion you've got.
2501,but it's just a passion you've got.
2502,but it's just a passion you've got.
2503,but it's just a passion you've got.
2504,but it's just a passion you've got.
2505,but it's just a passion you've got.
2506,but it's just a passion you've got.
2507,but it's just a passion you've got.
2508,but it's just a passion you've got.
2509,but it's just a passion you've got.
2510,but it's just a passion you've got.
2511,but it's just a passion you've got.
2512,but it's just a passion you've got.
2513,but it's just a passion you've got.
2514,but it's just a passion you've got.
2515,but it's just a passion you've got.
2516,but it's just a passion you've got.
2517,but it's just a passion you've got.
2518,but it's just a passion you've got.
2519,but it's just a passion you've got.
2520,but it's just a passion you've got.
2521,but it's just a passion you've got.
2522,but it's just a passion you've got.
2523,but it's just a passion you've got.
2524,but it's just a passion you've got.
2525,but it's just a passion you've got.
2526,but it's just a passion you've got.
2527,but it's just a passion you've got.
2528,but it's just a passion you've got.
2529,but it's just a passion you've got.
2530,but it's just a passion you've got.
2531,"but it's just a passion you've got.
And some people, they have a farm and then they sell it"
2532,"And some people, they have a farm and then they sell it"
2533,"And some people, they have a farm and then they sell it"
2534,"And some people, they have a farm and then they sell it"
2535,"And some people, they have a farm and then they sell it"
2536,"And some people, they have a farm and then they sell it"
2537,"And some people, they have a farm and then they sell it"
2538,"And some people, they have a farm and then they sell it"
2539,"And some people, they have a farm and then they sell it"
2540,"And some people, they have a farm and then they sell it"
2541,"And some people, they have a farm and then they sell it"
2542,"And some people, they have a farm and then they sell it"
2543,"And some people, they have a farm and then they sell it"
2544,"And some people, they have a farm and then they sell it"
2545,"And some people, they have a farm and then they sell it"
2546,"And some people, they have a farm and then they sell it"
2547,"And some people, they have a farm and then they sell it"
2548,"And some people, they have a farm and then they sell it"
2549,"And some people, they have a farm and then they sell it"
2550,"And some people, they have a farm and then they sell it"
2551,"And some people, they have a farm and then they sell it"
2552,"And some people, they have a farm and then they sell it"
2553,"And some people, they have a farm and then they sell it"
2554,"And some people, they have a farm and then they sell it"
2555,"And some people, they have a farm and then they sell it"
2556,"And some people, they have a farm and then they sell it"
2557,"And some people, they have a farm and then they sell it"
2558,"And some people, they have a farm and then they sell it"
2559,"And some people, they have a farm and then they sell it"
2560,"And some people, they have a farm and then they sell it"
2561,"And some people, they have a farm and then they sell it"
2562,"And some people, they have a farm and then they sell it"
2563,"And some people, they have a farm and then they sell it"
2564,"And some people, they have a farm and then they sell it"
2565,"And some people, they have a farm and then they sell it"
2566,"And some people, they have a farm and then they sell it"
2567,"And some people, they have a farm and then they sell it"
2568,"And some people, they have a farm and then they sell it"
2569,"And some people, they have a farm and then they sell it"
2570,"And some people, they have a farm and then they sell it"
2571,"And some people, they have a farm and then they sell it"
2572,"And some people, they have a farm and then they sell it"
2573,"And some people, they have a farm and then they sell it"
2574,"And some people, they have a farm and then they sell it"
2575,"And some people, they have a farm and then they sell it"
2576,"And some people, they have a farm and then they sell it"
2577,"And some people, they have a farm and then they sell it"
2578,"And some people, they have a farm and then they sell it"
2579,"And some people, they have a farm and then they sell it"
2580,"And some people, they have a farm and then they sell it"
2581,"And some people, they have a farm and then they sell it"
2582,"And some people, they have a farm and then they sell it"
2583,"And some people, they have a farm and then they sell it"
2584,"And some people, they have a farm and then they sell it"
2585,"And some people, they have a farm and then they sell it"
2586,"And some people, they have a farm and then they sell it"
2587,"And some people, they have a farm and then they sell it"
2588,"And some people, they have a farm and then they sell it"
2589,"And some people, they have a farm and then they sell it"
2590,"And some people, they have a farm and then they sell it"
2591,"And some people, they have a farm and then they sell it"
2592,"And some people, they have a farm and then they sell it"
2593,"And some people, they have a farm and then they sell it"
2594,"And some people, they have a farm and then they sell it"
2595,"And some people, they have a farm and then they sell it"
2596,"And some people, they have a farm and then they sell it"
2597,"And some people, they have a farm and then they sell it"
2598,"And some people, they have a farm and then they sell it"
2599,"And some people, they have a farm and then they sell it"
2600,"And some people, they have a farm and then they sell it"
2601,"And some people, they have a farm and then they sell it"
2602,"And some people, they have a farm and then they sell it"
2603,"And some people, they have a farm and then they sell it"
2604,"And some people, they have a farm and then they sell it"
2605,"And some people, they have a farm and then they sell it"
2606,"And some people, they have a farm and then they sell it"
2607,"And some people, they have a farm and then they sell it"
2608,"And some people, they have a farm and then they sell it"
2609,"And some people, they have a farm and then they sell it"
2610,"And some people, they have a farm and then they sell it"
2611,"And some people, they have a farm and then they sell it"
2612,"And some people, they have a farm and then they sell it"
2613,"And some people, they have a farm and then they sell it"
2614,"And some people, they have a farm and then they sell it"
2615,"And some people, they have a farm and then they sell it"
2616,"And some people, they have a farm and then they sell it"
2617,"And some people, they have a farm and then they sell it"
2618,"And some people, they have a farm and then they sell it"
2619,"And some people, they have a farm and then they sell it"
2620,"And some people, they have a farm and then they sell it"
2621,"And some people, they have a farm and then they sell it"
2622,"And some people, they have a farm and then they sell it"
2623,"And some people, they have a farm and then they sell it"
2624,"And some people, they have a farm and then they sell it"
2625,"And some people, they have a farm and then they sell it"
2626,"And some people, they have a farm and then they sell it"
2627,"And some people, they have a farm and then they sell it"
2628,"And some people, they have a farm and then they sell it"
2629,"And some people, they have a farm and then they sell it"
2630,"And some people, they have a farm and then they sell it"
2631,"And some people, they have a farm and then they sell it"
2632,"And some people, they have a farm and then they sell it"
2633,"And some people, they have a farm and then they sell it"
2634,"And some people, they have a farm and then they sell it"
2635,"And some people, they have a farm and then they sell it"
2636,"And some people, they have a farm and then they sell it"
2637,"And some people, they have a farm and then they sell it"
2638,"And some people, they have a farm and then they sell it"
2639,"And some people, they have a farm and then they sell it"
2640,"And some people, they have a farm and then they sell it"
2641,"And some people, they have a farm and then they sell it"
2642,"And some people, they have a farm and then they sell it"
2643,"And some people, they have a farm and then they sell it"
2644,"And some people, they have a farm and then they sell it"
2645,"And some people, they have a farm and then they sell it"
2646,"And some people, they have a farm and then they sell it
and then they go, off they go,"
2647,"and then they go, off they go,"
2648,"and then they go, off they go,"
2649,"and then they go, off they go,"
2650,"and then they go, off they go,"
2651,"and then they go, off they go,"
2652,"and then they go, off they go,"
2653,"and then they go, off they go,"
2654,"and then they go, off they go,"
2655,"and then they go, off they go,"
2656,"and then they go, off they go,"
2657,"and then they go, off they go,"
2658,"and then they go, off they go,"
2659,"and then they go, off they go,"
2660,"and then they go, off they go,"
2661,"and then they go, off they go,"
2662,"and then they go, off they go,"
2663,"and then they go, off they go,"
2664,"and then they go, off they go,"
2665,"and then they go, off they go,"
2666,"and then they go, off they go,"
2667,"and then they go, off they go,"
2668,"and then they go, off they go,"
2669,"and then they go, off they go,"
2670,"and then they go, off they go,"
2671,"and then they go, off they go,"
2672,"and then they go, off they go,"
2673,"and then they go, off they go,"
2674,"and then they go, off they go,"
2675,"and then they go, off they go,"
2676,"and then they go, off they go,"
2677,"and then they go, off they go,"
2678,"and then they go, off they go,"
2679,"and then they go, off they go,"
2680,"and then they go, off they go,"
2681,"and then they go, off they go,"
2682,"and then they go, off they go,"
2683,"and then they go, off they go,"
2684,"and then they go, off they go,"
2685,"and then they go, off they go,"
2686,"and then they go, off they go,"
2687,"and then they go, off they go,
they retire, move to the city."
2688,"they retire, move to the city."
2689,"they retire, move to the city."
2690,"they retire, move to the city."
2691,"they retire, move to the city."
2692,"they retire, move to the city."
2693,"they retire, move to the city."
2694,"they retire, move to the city."
2695,"they retire, move to the city."
2696,"they retire, move to the city."
2697,"they retire, move to the city."
2698,"they retire, move to the city."
2699,"they retire, move to the city."
2700,"they retire, move to the city."
2701,"they retire, move to the city."
2702,"they retire, move to the city."
2703,"they retire, move to the city."
2704,"they retire, move to the city."
2705,"they retire, move to the city."
2706,"they retire, move to the city."
2707,"they retire, move to the city."
2708,"they retire, move to the city."
2709,"they retire, move to the city."
2710,"they retire, move to the city."
2711,"they retire, move to the city."
2712,"they retire, move to the city."
2713,"they retire, move to the city."
2714,"they retire, move to the city."
2715,"they retire, move to the city."
2716,"they retire, move to the city."
2717,"they retire, move to the city."
2718,"they retire, move to the city."
2719,"they retire, move to the city."
2720,"they retire, move to the city."
2721,"they retire, move to the city."
2722,"they retire, move to the city."
2723,"they retire, move to the city."
2724,"they retire, move to the city."
2725,"they retire, move to the city."
2726,"they retire, move to the city."
2727,"they retire, move to the city."
2728,"they retire, move to the city."
2729,"they retire, move to the city."
2730,"they retire, move to the city."
2731,"they retire, move to the city."
2732,"they retire, move to the city."
2733,"they retire, move to the city."
2734,"they retire, move to the city."
2735,"they retire, move to the city."
2736,"they retire, move to the city."
2737,"they retire, move to the city."
2738,"they retire, move to the city."
2739,"they retire, move to the city."
2740,"they retire, move to the city."
2741,"they retire, move to the city."
2742,"they retire, move to the city."
2743,"they retire, move to the city."
2744,"they retire, move to the city."
2745,"they retire, move to the city."
2746,"they retire, move to the city."
2747,"they retire, move to the city."
2748,"they retire, move to the city."
2749,"they retire, move to the city."
2750,"they retire, move to the city."
2751,"they retire, move to the city."
2752,"they retire, move to the city."
2753,"they retire, move to the city."
2754,"they retire, move to the city."
2755,"they retire, move to the city.
I am not a city dweller."
2756,I am not a city dweller.
2757,I am not a city dweller.
2758,I am not a city dweller.
2759,I am not a city dweller.
2760,I am not a city dweller.
2761,I am not a city dweller.
2762,I am not a city dweller.
2763,I am not a city dweller.
2764,I am not a city dweller.
2765,I am not a city dweller.
2766,I am not a city dweller.
2767,I am not a city dweller.
2768,I am not a city dweller.
2769,I am not a city dweller.
2770,I am not a city dweller.
2771,I am not a city dweller.
2772,I am not a city dweller.
2773,I am not a city dweller.
2774,I am not a city dweller.
2775,I am not a city dweller.
2776,I am not a city dweller.
2777,I am not a city dweller.
2778,I am not a city dweller.
2779,I am not a city dweller.
2780,I am not a city dweller.
2781,I am not a city dweller.
2782,I am not a city dweller.
2783,I am not a city dweller.
2784,I am not a city dweller.
2785,I am not a city dweller.
2786,I am not a city dweller.
2787,I am not a city dweller.
2788,I am not a city dweller.
2789,I am not a city dweller.
2790,I am not a city dweller.
2791,I am not a city dweller.
2792,I am not a city dweller.
2793,I am not a city dweller.
2794,I am not a city dweller.
2795,I am not a city dweller.
2796,I am not a city dweller.
2797,I am not a city dweller.
2798,I am not a city dweller.
2799,I am not a city dweller.
2800,I am not a city dweller.
2801,I am not a city dweller.
2802,I am not a city dweller.
2803,I am not a city dweller.
2804,I am not a city dweller.
2805,I am not a city dweller.
2806,I am not a city dweller.
2807,I am not a city dweller.
2808,I am not a city dweller.
2809,"I am not a city dweller.
I just like the open spaces."
2810,I just like the open spaces.
2811,I just like the open spaces.
2812,I just like the open spaces.
2813,I just like the open spaces.
2814,I just like the open spaces.
2815,I just like the open spaces.
2816,I just like the open spaces.
2817,I just like the open spaces.
2818,I just like the open spaces.
2819,I just like the open spaces.
2820,I just like the open spaces.
2821,I just like the open spaces.
2822,I just like the open spaces.
2823,I just like the open spaces.
2824,I just like the open spaces.
2825,I just like the open spaces.
2826,I just like the open spaces.
2827,I just like the open spaces.
2828,I just like the open spaces.
2829,I just like the open spaces.
2830,I just like the open spaces.
2831,I just like the open spaces.
2832,I just like the open spaces.
2833,I just like the open spaces.
2834,I just like the open spaces.
2835,I just like the open spaces.
2836,I just like the open spaces.
2837,I just like the open spaces.
2838,I just like the open spaces.
2839,I just like the open spaces.
2840,I just like the open spaces.
2841,I just like the open spaces.
2842,I just like the open spaces.
2843,I just like the open spaces.
2844,I just like the open spaces.
2845,I just like the open spaces.
2846,I just like the open spaces.
2847,I just like the open spaces.
2848,I just like the open spaces.
2849,I just like the open spaces.
2850,I just like the open spaces.
2851,"I just like the open spaces.
I like the freedom."
2852,I like the freedom.
2853,I like the freedom.
2854,I like the freedom.
2855,I like the freedom.
2856,I like the freedom.
2857,I like the freedom.
2858,I like the freedom.
2859,I like the freedom.
2860,I like the freedom.
2861,I like the freedom.
2862,I like the freedom.
2863,I like the freedom.
2864,I like the freedom.
2865,I like the freedom.
2866,I like the freedom.
2867,I like the freedom.
2868,I like the freedom.
2869,I like the freedom.
2870,I like the freedom.
2871,I like the freedom.
2872,I like the freedom.
2873,I like the freedom.
2874,I like the freedom.
2875,I like the freedom.
2876,I like the freedom.
2877,I like the freedom.
2878,I like the freedom.
2879,I like the freedom.
2880,I like the freedom.
2881,I like the freedom.
2882,I like the freedom.
2883,I like the freedom.
2884,I like the freedom.
2885,I like the freedom.
2886,I like the freedom.
2887,I like the freedom.
2888,I like the freedom.
2889,I like the freedom.
2890,I like the freedom.
2891,I like the freedom.
2892,I like the freedom.
2893,I like the freedom.
2894,I like the freedom.
2895,I like the freedom.
2896,"I like the freedom.
You can get up in the morning"
2897,You can get up in the morning
2898,You can get up in the morning
2899,You can get up in the morning
2900,You can get up in the morning
2901,You can get up in the morning
2902,You can get up in the morning
2903,You can get up in the morning
2904,You can get up in the morning
2905,You can get up in the morning
2906,You can get up in the morning
2907,You can get up in the morning
2908,You can get up in the morning
2909,You can get up in the morning
2910,You can get up in the morning
2911,You can get up in the morning
2912,You can get up in the morning
2913,You can get up in the morning
2914,You can get up in the morning
2915,You can get up in the morning
2916,You can get up in the morning
2917,You can get up in the morning
2918,You can get up in the morning
2919,You can get up in the morning
2920,You can get up in the morning
2921,You can get up in the morning
2922,You can get up in the morning
2923,You can get up in the morning
2924,You can get up in the morning
2925,You can get up in the morning
2926,"You can get up in the morning
and you haven't got your neighbour yelling"
2927,and you haven't got your neighbour yelling
2928,and you haven't got your neighbour yelling
2929,and you haven't got your neighbour yelling
2930,and you haven't got your neighbour yelling
2931,and you haven't got your neighbour yelling
2932,and you haven't got your neighbour yelling
2933,and you haven't got your neighbour yelling
2934,and you haven't got your neighbour yelling
2935,and you haven't got your neighbour yelling
2936,and you haven't got your neighbour yelling
2937,and you haven't got your neighbour yelling
2938,and you haven't got your neighbour yelling
2939,and you haven't got your neighbour yelling
2940,and you haven't got your neighbour yelling
2941,and you haven't got your neighbour yelling
2942,and you haven't got your neighbour yelling
2943,and you haven't got your neighbour yelling
2944,and you haven't got your neighbour yelling
2945,and you haven't got your neighbour yelling
2946,and you haven't got your neighbour yelling
2947,and you haven't got your neighbour yelling
2948,and you haven't got your neighbour yelling
2949,and you haven't got your neighbour yelling
2950,and you haven't got your neighbour yelling
2951,and you haven't got your neighbour yelling
2952,and you haven't got your neighbour yelling
2953,and you haven't got your neighbour yelling
2954,and you haven't got your neighbour yelling
2955,and you haven't got your neighbour yelling
2956,and you haven't got your neighbour yelling
2957,and you haven't got your neighbour yelling
2958,and you haven't got your neighbour yelling
2959,and you haven't got your neighbour yelling
2960,and you haven't got your neighbour yelling
2961,and you haven't got your neighbour yelling
2962,and you haven't got your neighbour yelling
2963,"and you haven't got your neighbour yelling
and you don't hear any noise."
2964,and you don't hear any noise.
2965,and you don't hear any noise.
2966,and you don't hear any noise.
2967,and you don't hear any noise.
2968,and you don't hear any noise.
2969,and you don't hear any noise.
2970,and you don't hear any noise.
2971,and you don't hear any noise.
2972,and you don't hear any noise.
2973,and you don't hear any noise.
2974,and you don't hear any noise.
2975,and you don't hear any noise.
2976,and you don't hear any noise.
2977,and you don't hear any noise.
2978,and you don't hear any noise.
2979,and you don't hear any noise.
2980,and you don't hear any noise.
2981,and you don't hear any noise.
2982,and you don't hear any noise.
2983,and you don't hear any noise.
2984,and you don't hear any noise.
2985,and you don't hear any noise.
2986,and you don't hear any noise.
2987,and you don't hear any noise.
2988,and you don't hear any noise.
2989,and you don't hear any noise.
2990,and you don't hear any noise.
2991,and you don't hear any noise.
2992,and you don't hear any noise.
2993,and you don't hear any noise.
2994,and you don't hear any noise.
2995,and you don't hear any noise.
2996,and you don't hear any noise.
2997,and you don't hear any noise.
2998,and you don't hear any noise.
2999,and you don't hear any noise.
3000,and you don't hear any noise.
3001,and you don't hear any noise.
3002,and you don't hear any noise.
3003,and you don't hear any noise.
3004,and you don't hear any noise.
3005,and you don't hear any noise.
3006,and you don't hear any noise.
3007,and you don't hear any noise.
3008,"and you don't hear any noise.
And you might hear a dog barking in the distance"
3009,And you might hear a dog barking in the distance
3010,And you might hear a dog barking in the distance
3011,And you might hear a dog barking in the distance
3012,And you might hear a dog barking in the distance
3013,And you might hear a dog barking in the distance
3014,And you might hear a dog barking in the distance
3015,And you might hear a dog barking in the distance
3016,And you might hear a dog barking in the distance
3017,And you might hear a dog barking in the distance
3018,And you might hear a dog barking in the distance
3019,And you might hear a dog barking in the distance
3020,And you might hear a dog barking in the distance
3021,And you might hear a dog barking in the distance
3022,And you might hear a dog barking in the distance
3023,And you might hear a dog barking in the distance
3024,And you might hear a dog barking in the distance
3025,And you might hear a dog barking in the distance
3026,And you might hear a dog barking in the distance
3027,And you might hear a dog barking in the distance
3028,And you might hear a dog barking in the distance
3029,And you might hear a dog barking in the distance
3030,And you might hear a dog barking in the distance
3031,And you might hear a dog barking in the distance
3032,And you might hear a dog barking in the distance
3033,And you might hear a dog barking in the distance
3034,And you might hear a dog barking in the distance
3035,And you might hear a dog barking in the distance
3036,And you might hear a dog barking in the distance
3037,And you might hear a dog barking in the distance
3038,And you might hear a dog barking in the distance
3039,And you might hear a dog barking in the distance
3040,And you might hear a dog barking in the distance
3041,And you might hear a dog barking in the distance
3042,And you might hear a dog barking in the distance
3043,And you might hear a dog barking in the distance
3044,And you might hear a dog barking in the distance
3045,And you might hear a dog barking in the distance
3046,And you might hear a dog barking in the distance
3047,And you might hear a dog barking in the distance
3048,And you might hear a dog barking in the distance
3049,And you might hear a dog barking in the distance
3050,And you might hear a dog barking in the distance
3051,And you might hear a dog barking in the distance
3052,And you might hear a dog barking in the distance
3053,And you might hear a dog barking in the distance
3054,And you might hear a dog barking in the distance
3055,And you might hear a dog barking in the distance
3056,And you might hear a dog barking in the distance
3057,And you might hear a dog barking in the distance
3058,And you might hear a dog barking in the distance
3059,And you might hear a dog barking in the distance
3060,And you might hear a dog barking in the distance
3061,And you might hear a dog barking in the distance
3062,And you might hear a dog barking in the distance
3063,And you might hear a dog barking in the distance
3064,And you might hear a dog barking in the distance
3065,And you might hear a dog barking in the distance
3066,And you might hear a dog barking in the distance
3067,And you might hear a dog barking in the distance
3068,And you might hear a dog barking in the distance
3069,And you might hear a dog barking in the distance
3070,And you might hear a dog barking in the distance
3071,And you might hear a dog barking in the distance
3072,And you might hear a dog barking in the distance
3073,And you might hear a dog barking in the distance
3074,"And you might hear a dog barking in the distance
or a sheep bleating or a cow, or you've got the wind."
3075,"or a sheep bleating or a cow, or you've got the wind."
3076,"or a sheep bleating or a cow, or you've got the wind."
3077,"or a sheep bleating or a cow, or you've got the wind."
3078,"or a sheep bleating or a cow, or you've got the wind."
3079,"or a sheep bleating or a cow, or you've got the wind."
3080,"or a sheep bleating or a cow, or you've got the wind."
3081,"or a sheep bleating or a cow, or you've got the wind."
3082,"or a sheep bleating or a cow, or you've got the wind."
3083,"or a sheep bleating or a cow, or you've got the wind."
3084,"or a sheep bleating or a cow, or you've got the wind."
3085,"or a sheep bleating or a cow, or you've got the wind."
3086,"or a sheep bleating or a cow, or you've got the wind."
3087,"or a sheep bleating or a cow, or you've got the wind."
3088,"or a sheep bleating or a cow, or you've got the wind."
3089,"or a sheep bleating or a cow, or you've got the wind."
3090,"or a sheep bleating or a cow, or you've got the wind."
3091,"or a sheep bleating or a cow, or you've got the wind."
3092,"or a sheep bleating or a cow, or you've got the wind."
3093,"or a sheep bleating or a cow, or you've got the wind."
3094,"or a sheep bleating or a cow, or you've got the wind."
3095,"or a sheep bleating or a cow, or you've got the wind."
3096,"or a sheep bleating or a cow, or you've got the wind."
3097,"or a sheep bleating or a cow, or you've got the wind."
3098,"or a sheep bleating or a cow, or you've got the wind."
3099,"or a sheep bleating or a cow, or you've got the wind."
3100,"or a sheep bleating or a cow, or you've got the wind."
3101,"or a sheep bleating or a cow, or you've got the wind."
3102,"or a sheep bleating or a cow, or you've got the wind."
3103,"or a sheep bleating or a cow, or you've got the wind."
3104,"or a sheep bleating or a cow, or you've got the wind."
3105,"or a sheep bleating or a cow, or you've got the wind."
3106,"or a sheep bleating or a cow, or you've got the wind."
3107,"or a sheep bleating or a cow, or you've got the wind."
3108,"or a sheep bleating or a cow, or you've got the wind."
3109,"or a sheep bleating or a cow, or you've got the wind."
3110,"or a sheep bleating or a cow, or you've got the wind."
3111,"or a sheep bleating or a cow, or you've got the wind."
3112,"or a sheep bleating or a cow, or you've got the wind."
3113,"or a sheep bleating or a cow, or you've got the wind."
3114,"or a sheep bleating or a cow, or you've got the wind."
3115,"or a sheep bleating or a cow, or you've got the wind."
3116,"or a sheep bleating or a cow, or you've got the wind."
3117,"or a sheep bleating or a cow, or you've got the wind."
3118,"or a sheep bleating or a cow, or you've got the wind."
3119,"or a sheep bleating or a cow, or you've got the wind."
3120,"or a sheep bleating or a cow, or you've got the wind."
3121,"or a sheep bleating or a cow, or you've got the wind."
3122,"or a sheep bleating or a cow, or you've got the wind."
3123,"or a sheep bleating or a cow, or you've got the wind."
3124,"or a sheep bleating or a cow, or you've got the wind."
3125,"or a sheep bleating or a cow, or you've got the wind."
3126,"or a sheep bleating or a cow, or you've got the wind."
3127,"or a sheep bleating or a cow, or you've got the wind."
3128,"or a sheep bleating or a cow, or you've got the wind."
3129,"or a sheep bleating or a cow, or you've got the wind."
3130,"or a sheep bleating or a cow, or you've got the wind."
3131,"or a sheep bleating or a cow, or you've got the wind."
3132,"or a sheep bleating or a cow, or you've got the wind."
3133,"or a sheep bleating or a cow, or you've got the wind."
3134,"or a sheep bleating or a cow, or you've got the wind."
3135,"or a sheep bleating or a cow, or you've got the wind."
3136,"or a sheep bleating or a cow, or you've got the wind."
3137,"or a sheep bleating or a cow, or you've got the wind."
3138,"or a sheep bleating or a cow, or you've got the wind."
3139,"or a sheep bleating or a cow, or you've got the wind."
3140,"or a sheep bleating or a cow, or you've got the wind."
3141,"or a sheep bleating or a cow, or you've got the wind."
3142,"or a sheep bleating or a cow, or you've got the wind."
3143,"or a sheep bleating or a cow, or you've got the wind."
3144,"or a sheep bleating or a cow, or you've got the wind."
3145,"or a sheep bleating or a cow, or you've got the wind."
3146,"or a sheep bleating or a cow, or you've got the wind."
3147,"or a sheep bleating or a cow, or you've got the wind."
3148,"or a sheep bleating or a cow, or you've got the wind."
3149,"or a sheep bleating or a cow, or you've got the wind."
3150,"or a sheep bleating or a cow, or you've got the wind."
3151,"or a sheep bleating or a cow, or you've got the wind."
3152,"or a sheep bleating or a cow, or you've got the wind."
3153,"or a sheep bleating or a cow, or you've got the wind."
3154,"or a sheep bleating or a cow, or you've got the wind."
3155,"or a sheep bleating or a cow, or you've got the wind."
3156,"or a sheep bleating or a cow, or you've got the wind."
3157,"or a sheep bleating or a cow, or you've got the wind."
3158,"or a sheep bleating or a cow, or you've got the wind."
3159,"or a sheep bleating or a cow, or you've got the wind."
3160,"or a sheep bleating or a cow, or you've got the wind."
3161,"or a sheep bleating or a cow, or you've got the wind."
3162,"or a sheep bleating or a cow, or you've got the wind."
3163,"or a sheep bleating or a cow, or you've got the wind."
3164,"or a sheep bleating or a cow, or you've got the wind."
3165,"or a sheep bleating or a cow, or you've got the wind."
3166,"or a sheep bleating or a cow, or you've got the wind."
3167,"or a sheep bleating or a cow, or you've got the wind."
3168,"or a sheep bleating or a cow, or you've got the wind."
3169,"or a sheep bleating or a cow, or you've got the wind."
3170,"or a sheep bleating or a cow, or you've got the wind."
3171,"or a sheep bleating or a cow, or you've got the wind."
3172,"or a sheep bleating or a cow, or you've got the wind."
3173,"or a sheep bleating or a cow, or you've got the wind."
3174,"or a sheep bleating or a cow, or you've got the wind."
3175,"or a sheep bleating or a cow, or you've got the wind."
3176,"or a sheep bleating or a cow, or you've got the wind."
3177,"or a sheep bleating or a cow, or you've got the wind."
3178,"or a sheep bleating or a cow, or you've got the wind."
3179,"or a sheep bleating or a cow, or you've got the wind."
3180,"or a sheep bleating or a cow, or you've got the wind."
3181,"or a sheep bleating or a cow, or you've got the wind."
3182,"or a sheep bleating or a cow, or you've got the wind."
3183,"or a sheep bleating or a cow, or you've got the wind."
3184,"or a sheep bleating or a cow, or you've got the wind."
3185,"or a sheep bleating or a cow, or you've got the wind."
3186,"or a sheep bleating or a cow, or you've got the wind."
3187,"or a sheep bleating or a cow, or you've got the wind."
3188,"or a sheep bleating or a cow, or you've got the wind."
3189,"or a sheep bleating or a cow, or you've got the wind."
3190,"or a sheep bleating or a cow, or you've got the wind."
3191,"or a sheep bleating or a cow, or you've got the wind."
3192,"or a sheep bleating or a cow, or you've got the wind."
3193,"or a sheep bleating or a cow, or you've got the wind."
3194,"or a sheep bleating or a cow, or you've got the wind."
3195,"or a sheep bleating or a cow, or you've got the wind."
3196,"or a sheep bleating or a cow, or you've got the wind."
3197,"or a sheep bleating or a cow, or you've got the wind."
3198,"or a sheep bleating or a cow, or you've got the wind."
3199,"or a sheep bleating or a cow, or you've got the wind."
3200,
3201,
3202,
3203,
3204,
3205,
3206,
3207,
3208,
3209,
3210,
3211,
3212,
3213,
3214,
3215,
3216,
3217,
3218,It's just a freedom that you've got.
3219,It's just a freedom that you've got.
3220,It's just a freedom that you've got.
3221,It's just a freedom that you've got.
3222,It's just a freedom that you've got.
3223,It's just a freedom that you've got.
3224,It's just a freedom that you've got.
3225,It's just a freedom that you've got.
3226,It's just a freedom that you've got.
3227,It's just a freedom that you've got.
3228,It's just a freedom that you've got.
3229,It's just a freedom that you've got.
3230,It's just a freedom that you've got.
3231,It's just a freedom that you've got.
3232,It's just a freedom that you've got.
3233,It's just a freedom that you've got.
3234,It's just a freedom that you've got.
3235,It's just a freedom that you've got.
3236,It's just a freedom that you've got.
3237,It's just a freedom that you've got.
3238,It's just a freedom that you've got.
3239,It's just a freedom that you've got.
3240,It's just a freedom that you've got.
3241,It's just a freedom that you've got.
3242,It's just a freedom that you've got.
3243,It's just a freedom that you've got.
3244,It's just a freedom that you've got.
3245,It's just a freedom that you've got.
3246,It's just a freedom that you've got.
3247,It's just a freedom that you've got.
3248,It's just a freedom that you've got.
3249,It's just a freedom that you've got.
3250,It's just a freedom that you've got.
3251,It's just a freedom that you've got.
3252,It's just a freedom that you've got.
3253,It's just a freedom that you've got.
3254,It's just a freedom that you've got.
3255,It's just a freedom that you've got.
3256,It's just a freedom that you've got.
3257,It's just a freedom that you've got.
3258,It's just a freedom that you've got.
3259,It's just a freedom that you've got.
3260,It's just a freedom that you've got.
3261,It's just a freedom that you've got.
3262,It's just a freedom that you've got.
3263,"It's just a freedom that you've got.
And it's your own land."
3264,And it's your own land.
3265,And it's your own land.
3266,And it's your own land.
3267,And it's your own land.
3268,And it's your own land.
3269,And it's your own land.
3270,And it's your own land.
3271,And it's your own land.
3272,And it's your own land.
3273,And it's your own land.
3274,And it's your own land.
3275,And it's your own land.
3276,And it's your own land.
3277,And it's your own land.
3278,And it's your own land.
3279,And it's your own land.
3280,And it's your own land.
3281,And it's your own land.
3282,And it's your own land.
3283,And it's your own land.
3284,And it's your own land.
3285,And it's your own land.
3286,And it's your own land.
3287,And it's your own land.
3288,And it's your own land.
3289,And it's your own land.
3290,And it's your own land.
3291,And it's your own land.
3292,And it's your own land.
3293,And it's your own land.
3294,And it's your own land.
3295,And it's your own land.
3296,And it's your own land.
3297,And it's your own land.
3298,And it's your own land.
3299,And it's your own land.
3300,And it's your own land.
3301,And it's your own land.
3302,"And it's your own land.
And the more you do and the harder you work,"
3303,"And the more you do and the harder you work,"
3304,"And the more you do and the harder you work,"
